id,topic,difficulty,question,optionA,optionB,optionC,optionD,correctLetter,correctAnswer,explanation,source,tags
numbers-008,numbers,medium,What is the minimum liability insurance coverage required per person for bodily injury in Washington?,"$10,000","$15,000","$25,000","$50,000",C,"$25,000","Washington requires at least $25,000 in liability insurance for bodily injury or death of one person in a collision.","WA Driver Guide §2.3, p. 43",insurance|requirements
numbers-009,numbers,easy,What is the maximum speed limit in a school zone?,15 mph,20 mph,25 mph,30 mph,B,20 mph,The maximum speed limit in a school zone is 20 mph to protect children.,"WA Driver Guide §4.17, p. 140",speed-limits|school-zone
numbers-010,numbers,easy,What is the maximum speed limit in cities and towns?,20 mph,25 mph,30 mph,35 mph,B,25 mph,"The maximum speed limit in cities, towns, and on ocean beaches is 25 mph.",RCW 46.61.400(2)(a),speed-limits|urban
numbers-011,numbers,medium,What is the maximum speed limit on county roads?,50 mph,45 mph,35 mph,55 mph,A,50 mph,The maximum speed on county roads is 50 mph.,RCW 46.61.400(2)(b),speed-limits|county
numbers-012,numbers,medium,What is the maximum speed on state highways?,60 mph,55 mph,50 mph,65 mph,A,60 mph,The maximum speed on state highways is 60 mph.,RCW 46.61.400(2)(c),speed-limits|highway
numbers-013,numbers,medium,What is the maximum speed on rural interstate freeways?,55 mph,60 mph,65 mph,70 mph,D,70 mph,The maximum speed on rural interstate freeways is 70 mph.,RCW 46.61.400; RCW 46.61.410,speed-limits|interstate
numbers-014,numbers,medium,What is the maximum speed on urban interstate freeways?,60 mph,55 mph,50 mph,70 mph,A,60 mph,The maximum speed on interstate freeways in an urban area is 60 mph.,RCW 46.61.400; RCW 46.61.410,speed-limits|interstate
numbers-015,numbers,hard,What is the speed limit on ocean beaches in Washington?,15 mph,20 mph,35 mph,25 mph,D,25 mph,"The speed limit on ocean beaches is 25 mph, the same as in cities and towns.","WA Driver Guide §5.5, p. 152",speed-limits|beach
numbers-016,numbers,easy,At what BAC level is a driver age 21 or older considered legally intoxicated?,0.02%,0.04%,0.10%,0.08%,D,0.08%,A BAC of 0.08% or higher constitutes a DUI for drivers age 21 and older.,"WA Driver Guide §1.15, p. 37",impairment|bac
numbers-017,numbers,medium,At what BAC level is a driver under age 21 considered legally intoxicated?,0.00%,0.02%,0.04%,0.08%,B,0.02%,Drivers under age 21 are considered legally intoxicated at a BAC of 0.02% or more.,"WA Driver Guide §1.15, p. 37",impairment|bac|underage
numbers-018,numbers,medium,What is the legal THC limit for drivers over age 21?,0.00 ng/mL,2.00 ng/mL,10.00 ng/mL,5.00 ng/mL,D,5.00 ng/mL,"For drivers age 21 and older, having more than 5.00 nanograms of active THC per milliliter of blood is considered a DUI.","WA Driver Guide §1.15, p. 37",impairment|thc
numbers-019,numbers,medium,What is the legal THC limit for drivers under age 21?,More than 0.00 ng/mL,More than 2.00 ng/mL,More than 5.00 ng/mL,More than 10.00 ng/mL,A,More than 0.00 ng/mL,Drivers under age 21 face DUI consequences for anything more than 0.00 nanograms of active THC per milliliter of blood — effectively zero tolerance.,"WA Driver Guide §1.15, p. 37",impairment|thc|underage
numbers-020,numbers,medium,How many days does a seller have to report the sale of a vehicle?,5 days,10 days,15 days,30 days,A,5 days,A seller must report the sale of a vehicle to the Department of Licensing within 5 days.,"WA Driver Guide §2.1, p. 42",deadlines|vehicle-sale
numbers-021,numbers,medium,How many days does a buyer have to transfer title and registration?,5 days,10 days,30 days,15 days,D,15 days,The buyer must transfer title and registration within 15 days to avoid penalty fees.,"WA Driver Guide §2.1, p. 42",deadlines|vehicle-purchase
numbers-022,numbers,medium,How many days do you have to report a change of address for your driver's license?,5 days,10 days,15 days,30 days,B,10 days,You must report a change of address or name within 10 days.,"WA Driver Guide §1.16, p. 39",deadlines|license
numbers-023,numbers,easy,What is the standard validity period for a Washington driver's license?,4 years,5 years,6 years,8 years,D,8 years,"Since 2022, the standard Washington driver's license is valid for 8 years. A 6-year option is also available, but 8 years is the default.","RCW 46.20.181; WA DOL, dol.wa.gov",deadlines|license
numbers-024,numbers,medium,How long must you hold an instruction permit before applying for your first Washington driver license?,3 months,6 months,9 months,12 months,B,6 months,You must have your instruction permit for at least 6 months before you can apply for your first driver license in Washington.,"WA Driver Guide §1.7, p. 26",licensing|requirements
numbers-025,numbers,medium,What is the minimum liability insurance coverage required per accident for bodily injury in Washington?,"$25,000","$50,000","$75,000","$100,000",B,"$50,000","Washington requires at least $50,000 in liability insurance for bodily injury or death of two or more persons in any one collision.","WA Driver Guide §2.3, p. 43",insurance|requirements
numbers-026,numbers,hard,At what distance must you dim your headlights for an oncoming vehicle?,200 feet,300 feet,400 feet,500 feet,D,500 feet,You must dim your headlights within 500 feet of an oncoming vehicle.,"RCW 46.37.230; WA Driver Guide §2.5, p. 50",headlights|distances
numbers-027,numbers,hard,At what distance behind another vehicle must you dim your headlights?,150 feet,200 feet,300 feet,500 feet,C,300 feet,You must dim your headlights when following within 300 feet of another vehicle.,"RCW 46.37.230; WA Driver Guide §2.5, p. 50",headlights|distances
numbers-028,numbers,medium,From what distance must your brake lights be clearly visible?,50 feet,75 feet,100 feet,150 feet,C,100 feet,Your brake lights must be clearly visible from 100 feet away to alert drivers behind you that you are stopping.,"WA Driver Guide §2.5, p. 50",lights|visibility
numbers-029,numbers,medium,"According to the WA Driver Guide, how far does the glow of your headlights usually reach?",150 feet,300 feet,400 feet,500 feet,C,400 feet,The WA Driver Guide states that headlight glow is usually 400 feet. You should drive at a speed that allows you to stop within this distance at night.,"WA Driver Guide §5.6, p. 166",headlights|visibility
numbers-030,numbers,hard,How far can you legally drive in a two-way left turn lane?,150 feet,200 feet,300 feet,500 feet,C,300 feet,You are allowed to drive up to 300 feet in a two-way left turn lane.,"RCW 46.61.290; WA Driver Guide §4.16, p. 134",lanes|distances
numbers-031,numbers,medium,What is the minimum liability insurance coverage required for property damage in Washington?,"$5,000","$10,000","$15,000","$25,000",B,"$10,000","Washington requires at least $10,000 in liability insurance for injury to or destruction of property of others in any one collision.","WA Driver Guide §2.3, p. 43",insurance|requirements
numbers-032,numbers,medium,During what hours is an intermediate license holder restricted from driving (without a parent or guardian)?,Midnight to 5 a.m.,11 p.m. to 6 a.m.,1 a.m. to 5 a.m.,10 p.m. to 5 a.m.,C,1 a.m. to 5 a.m.,"Intermediate license holders may not drive between 1 a.m. and 5 a.m. unless accompanied by a parent, guardian, or licensed driver at least age 25.","WA Driver Guide §1.8, p. 28",intermediate-license|restrictions
